LocTypeName,Location,Time,AgeGrp,PopMale,PopFemale,PopTotal
Geographic region,Africa,1990,0-4,8.903,8.686,17.589
Geographic region,Africa,1990,15-19,5.245,5.165,10.41
Geographic region,Africa,1990,20-24,4.445,4.455,8.9
Geographic region,Africa,1990,25-29,3.665,3.741,7.405
Geographic region,Africa,1990,30-34,2.985,3.093,6.078
Geographic region,Africa,1990,35-39,2.47,2.561,5.031
Geographic region,Africa,1990,40-44,2.027,2.089,4.116
Geographic region,Africa,1990,45-49,1.624,1.7,3.323
Geographic region,Africa,1990,50-54,1.329,1.425,2.753
Geographic region,Africa,1990,55-59,1.094,1.203,2.297
Geographic region,Africa,1990,60-64,0.861,0.979,1.839
Geographic region,Africa,1990,65-69,0.63,0.732,1.361
Geographic region,Africa,1990,70-74,0.412,0.495,0.906
Geographic region,Africa,1990,75-79,0.233,0.295,0.527
Geographic region,Africa,1990,80-84,0.105,0.144,0.249
Geographic region,Africa,1990,85-89,0.035,0.052,0.087
Geographic region,Africa,1990,90-94,0.008,0.013,0.021
Geographic region,Africa,1990,95-99,0.001,0.002,0.003
Geographic region,Africa,1990,100+,0,0,0
Geographic region,Africa,1991,0-4,8.829,8.609,17.438
Geographic region,Africa,1991,15-19,5.244,5.164,10.407
Geographic region,Africa,1991,20-24,4.45,4.458,8.909
Geographic region,Africa,1991,25-29,3.69,3.759,7.449
Geographic region,Africa,1991,30-34,3.002,3.106,6.108
Geographic region,Africa,1991,35-39,2.479,2.571,5.05
Geographic region,Africa,1991,40-44,2.028,2.094,4.123
Geographic region,Africa,1991,45-49,1.635,1.708,3.342
Geographic region,Africa,1991,50-54,1.319,1.414,2.733
Geographic region,Africa,1991,55-59,1.086,1.193,2.279
Geographic region,Africa,1991,60-64,0.858,0.975,1.833
Geographic region,Africa,1991,65-69,0.629,0.733,1.363
Geographic region,Africa,1991,70-74,0.412,0.496,0.908
Geographic region,Africa,1991,75-79,0.233,0.295,0.529
Geographic region,Africa,1991,80-84,0.106,0.145,0.25
Geographic region,Africa,1991,85-89,0.035,0.053,0.088
Geographic region,Africa,1991,90-94,0.008,0.013,0.021
Geographic region,Africa,1991,95-99,0.001,0.002,0.003
Geographic region,Africa,1991,100+,0,0,0
Geographic region,Africa,1992,0-4,8.751,8.531,17.283
Geographic region,Africa,1992,15-19,5.25,5.175,10.425
Geographic region,Africa,1992,20-24,4.449,4.459,8.908
Geographic region,Africa,1992,25-29,3.708,3.775,7.484
Geographic region,Africa,1992,30-34,3.021,3.122,6.143
Geographic region,Africa,1992,35-39,2.484,2.579,5.063
Geographic region,Africa,1992,40-44,2.029,2.1,4.129
Geographic region,Africa,1992,45-49,1.647,1.718,3.366
Geographic region,Africa,1992,50-54,1.31,1.405,2.714
Geographic region,Africa,1992,55-59,1.077,1.185,2.262
Geographic region,Africa,1992,60-64,0.855,0.972,1.827
Geographic region,Africa,1992,65-69,0.629,0.736,1.365
Geographic region,Africa,1992,70-74,0.413,0.497,0.91
Geographic region,Africa,1992,75-79,0.234,0.296,0.53
Geographic region,Africa,1992,80-84,0.106,0.145,0.251
Geographic region,Africa,1992,85-89,0.035,0.053,0.088
Geographic region,Africa,1992,90-94,0.008,0.013,0.021
Geographic region,Africa,1992,95-99,0.001,0.002,0.003
Geographic region,Africa,1992,100+,0,0,0
Geographic region,Africa,1993,0-4,8.677,8.459,17.136
Geographic region,Africa,1993,15-19,5.276,5.203,10.478
Geographic region,Africa,1993,20-24,4.445,4.454,8.899
Geographic region,Africa,1993,25-29,3.719,3.787,7.506
Geographic region,Africa,1993,30-34,3.037,3.14,6.177
Geographic region,Africa,1993,35-39,2.485,2.589,5.074
Geographic region,Africa,1993,40-44,2.032,2.113,4.144
Geographic region,Africa,1993,45-49,1.655,1.729,3.384
Geographic region,Africa,1993,50-54,1.303,1.398,2.701
Geographic region,Africa,1993,55-59,1.067,1.176,2.243
Geographic region,Africa,1993,60-64,0.849,0.968,1.817
Geographic region,Africa,1993,65-69,0.627,0.738,1.366
Geographic region,Africa,1993,70-74,0.413,0.5,0.913
Geographic region,Africa,1993,75-79,0.234,0.296,0.53
Geographic region,Africa,1993,80-84,0.106,0.146,0.252
Geographic region,Africa,1993,85-89,0.035,0.054,0.089
Geographic region,Africa,1993,90-94,0.008,0.013,0.021
Geographic region,Africa,1993,95-99,0.001,0.002,0.003
Geographic region,Africa,1993,100+,0,0,0
Geographic region,Africa,1994,0-4,8.6,8.384,16.984
Geographic region,Africa,1994,15-19,5.319,5.241,10.56
Geographic region,Africa,1994,20-24,4.449,4.453,8.902
Geographic region,Africa,1994,25-29,3.733,3.805,7.538
Geographic region,Africa,1994,30-34,3.056,3.163,6.22
Geographic region,Africa,1994,35-39,2.488,2.604,5.092
Geographic region,Africa,1994,40-44,2.04,2.133,4.172
Geographic region,Africa,1994,45-49,1.658,1.735,3.392
Geographic region,Africa,1994,50-54,1.3,1.396,2.697
Geographic region,Africa,1994,55-59,1.055,1.166,2.222
Geographic region,Africa,1994,60-64,0.84,0.961,1.8
Geographic region,Africa,1994,65-69,0.624,0.739,1.363
Geographic region,Africa,1994,70-74,0.413,0.502,0.915
Geographic region,Africa,1994,75-79,0.234,0.297,0.531
Geographic region,Africa,1994,80-84,0.107,0.146,0.253
Geographic region,Africa,1994,85-89,0.036,0.054,0.09
Geographic region,Africa,1994,90-94,0.008,0.013,0.021
Geographic region,Africa,1994,95-99,0.001,0.002,0.003
Geographic region,Africa,1994,100+,0,0,0
Geographic region,Africa,1995,0-4,8.529,8.316,16.846
Geographic region,Africa,1995,15-19,5.369,5.287,10.656
Geographic region,Africa,1995,20-24,4.459,4.457,8.916
Geographic region,Africa,1995,25-29,3.747,3.819,7.566
Geographic region,Africa,1995,30-34,3.078,3.186,6.263
Geographic region,Africa,1995,35-39,2.495,2.619,5.114
Geographic region,Africa,1995,40-44,2.047,2.151,4.198
Geographic region,Africa,1995,45-49,1.659,1.741,3.4
Geographic region,Africa,1995,50-54,1.305,1.401,2.706
Geographic region,Africa,1995,55-59,1.045,1.158,2.203
Geographic region,Africa,1995,60-64,0.831,0.953,1.784
Geographic region,Africa,1995,65-69,0.621,0.738,1.359
Geographic region,Africa,1995,70-74,0.413,0.504,0.917
Geographic region,Africa,1995,75-79,0.234,0.298,0.532
Geographic region,Africa,1995,80-84,0.107,0.147,0.254
Geographic region,Africa,1995,85-89,0.036,0.054,0.09
Geographic region,Africa,1995,90-94,0.008,0.014,0.022
Geographic region,Africa,1995,95-99,0.001,0.002,0.003
Geographic region,Africa,1995,100+,0,0,0
Geographic region,Africa,1996,0-4,8.472,8.262,16.734
Geographic region,Africa,1996,15-19,5.418,5.339,10.757
Geographic region,Africa,1996,20-24,4.464,4.459,8.924
Geographic region,Africa,1996,25-29,3.75,3.818,7.568
Geographic region,Africa,1996,30-34,3.092,3.197,6.289
Geographic region,Africa,1996,35-39,2.501,2.629,5.131
Geographic region,Africa,1996,40-44,2.051,2.161,4.212
Geographic region,Africa,1996,45-49,1.659,1.749,3.408
Geographic region,Africa,1996,50-54,1.314,1.411,2.724
Geographic region,Africa,1996,55-59,1.038,1.153,2.191
Geographic region,Africa,1996,60-64,0.826,0.949,1.775
Geographic region,Africa,1996,65-69,0.619,0.739,1.358
Geographic region,Africa,1996,70-74,0.414,0.508,0.922
Geographic region,Africa,1996,75-79,0.235,0.3,0.535
Geographic region,Africa,1996,80-84,0.107,0.148,0.255
Geographic region,Africa,1996,85-89,0.036,0.055,0.091
Geographic region,Africa,1996,90-94,0.008,0.014,0.022
Geographic region,Africa,1996,95-99,0.001,0.002,0.003
Geographic region,Africa,1996,100+,0,0,0
Geographic region,Africa,1997,0-4,8.412,8.203,16.615
Geographic region,Africa,1997,15-19,5.465,5.385,10.851
Geographic region,Africa,1997,20-24,4.478,4.469,8.947
Geographic region,Africa,1997,25-29,3.75,3.813,7.563
Geographic region,Africa,1997,30-34,3.105,3.206,6.311
Geographic region,Africa,1997,35-39,2.513,2.639,5.152
Geographic region,Africa,1997,40-44,2.053,2.169,4.222
Geographic region,Africa,1997,45-49,1.661,1.757,3.417
Geographic region,Africa,1997,50-54,1.325,1.423,2.748
Geographic region,Africa,1997,55-59,1.035,1.148,2.184
Geographic region,Africa,1997,60-64,0.823,0.945,1.768
Geographic region,Africa,1997,65-69,0.619,0.739,1.358
Geographic region,Africa,1997,70-74,0.416,0.512,0.928
Geographic region,Africa,1997,75-79,0.237,0.303,0.541
Geographic region,Africa,1997,80-84,0.108,0.149,0.258
Geographic region,Africa,1997,85-89,0.036,0.055,0.091
Geographic region,Africa,1997,90-94,0.008,0.014,0.022
Geographic region,Africa,1997,95-99,0.001,0.002,0.003
Geographic region,Africa,1997,100+,0,0,0
Geographic region,Africa,1998,0-4,8.347,8.141,16.488
Geographic region,Africa,1998,15-19,5.502,5.42,10.922
Geographic region,Africa,1998,20-24,4.509,4.494,9.003
Geographic region,Africa,1998,25-29,3.755,3.808,7.562
Geographic region,Africa,1998,30-34,3.123,3.217,6.34
Geographic region,Africa,1998,35-39,2.532,2.654,5.187
Geographic region,Africa,1998,40-44,2.058,2.179,4.237
Geographic region,Africa,1998,45-49,1.668,1.769,3.437
Geographic region,Africa,1998,50-54,1.336,1.434,2.77
Geographic region,Africa,1998,55-59,1.034,1.145,2.179
Geographic region,Africa,1998,60-64,0.818,0.94,1.758
Geographic region,Africa,1998,65-69,0.617,0.736,1.353
Geographic region,Africa,1998,70-74,0.417,0.516,0.933
Geographic region,Africa,1998,75-79,0.239,0.306,0.545
Geographic region,Africa,1998,80-84,0.11,0.151,0.26
Geographic region,Africa,1998,85-89,0.037,0.056,0.093
Geographic region,Africa,1998,90-94,0.008,0.014,0.023
Geographic region,Africa,1998,95-99,0.001,0.002,0.003
Geographic region,Africa,1998,100+,0,0,0
Geographic region,Africa,1999,0-4,8.292,8.089,16.381
Geographic region,Africa,1999,15-19,5.525,5.443,10.968
Geographic region,Africa,1999,20-24,4.55,4.532,9.082
Geographic region,Africa,1999,25-29,3.76,3.803,7.563
Geographic region,Africa,1999,30-34,3.14,3.227,6.367
Geographic region,Africa,1999,35-39,2.556,2.672,5.228
Geographic region,Africa,1999,40-44,2.066,2.19,4.256
Geographic region,Africa,1999,45-49,1.68,1.787,3.467
Geographic region,Africa,1999,50-54,1.343,1.441,2.784
Geographic region,Africa,1999,55-59,1.036,1.146,2.181
Geographic region,Africa,1999,60-64,0.813,0.933,1.747
Geographic region,Africa,1999,65-69,0.614,0.732,1.346
Geographic region,Africa,1999,70-74,0.417,0.518,0.935
Geographic region,Africa,1999,75-79,0.24,0.308,0.548
Geographic region,Africa,1999,80-84,0.111,0.152,0.263
Geographic region,Africa,1999,85-89,0.037,0.057,0.094
Geographic region,Africa,1999,90-94,0.008,0.015,0.023
Geographic region,Africa,1999,95-99,0.001,0.002,0.004
Geographic region,Africa,1999,100+,0,0,0
Geographic region,Africa,2000,0-4,8.249,8.049,16.298
Geographic region,Africa,2000,15-19,5.537,5.456,10.992
Geographic region,Africa,2000,20-24,4.596,4.573,9.169
Geographic region,Africa,2000,25-29,3.768,3.8,7.568
Geographic region,Africa,2000,30-34,3.153,3.232,6.385
Geographic region,Africa,2000,35-39,2.578,2.687,5.266
Geographic region,Africa,2000,40-44,2.077,2.201,4.278
Geographic region,Africa,2000,45-49,1.691,1.803,3.493
Geographic region,Africa,2000,50-54,1.348,1.447,2.795
Geographic region,Africa,2000,55-59,1.041,1.151,2.192
Geographic region,Africa,2000,60-64,0.809,0.928,1.737
Geographic region,Africa,2000,65-69,0.61,0.727,1.337
Geographic region,Africa,2000,70-74,0.417,0.519,0.936
Geographic region,Africa,2000,75-79,0.241,0.311,0.553
Geographic region,Africa,2000,80-84,0.112,0.154,0.266
Geographic region,Africa,2000,85-89,0.038,0.058,0.095
Geographic region,Africa,2000,90-94,0.009,0.015,0.024
Geographic region,Africa,2000,95-99,0.001,0.002,0.004
Geographic region,Africa,2000,100+,0,0,0
Geographic region,Africa,2001,0-4,8.214,8.016,16.23
Geographic region,Africa,2001,15-19,5.541,5.463,11.004
Geographic region,Africa,2001,20-24,4.641,4.613,9.254
Geographic region,Africa,2001,25-29,3.78,3.803,7.584
Geographic region,Africa,2001,30-34,3.164,3.232,6.396
Geographic region,Africa,2001,35-39,2.599,2.7,5.299
Geographic region,Africa,2001,40-44,2.09,2.213,4.303
Geographic region,Africa,2001,45-49,1.698,1.814,3.512
Geographic region,Africa,2001,50-54,1.352,1.455,2.807
Geographic region,Africa,2001,55-59,1.05,1.159,2.209
Geographic region,Africa,2001,60-64,0.806,0.924,1.73
Geographic region,Africa,2001,65-69,0.606,0.722,1.328
Geographic region,Africa,2001,70-74,0.417,0.519,0.936
Geographic region,Africa,2001,75-79,0.243,0.315,0.558
Geographic region,Africa,2001,80-84,0.113,0.156,0.269
Geographic region,Africa,2001,85-89,0.038,0.059,0.097
Geographic region,Africa,2001,90-94,0.009,0.016,0.025
Geographic region,Africa,2001,95-99,0.001,0.003,0.004
Geographic region,Africa,2001,100+,0,0,0
Geographic region,Africa,2002,0-4,8.191,7.995,16.186
Geographic region,Africa,2002,15-19,5.541,5.465,11.006
Geographic region,Africa,2002,20-24,4.68,4.65,9.329
Geographic region,Africa,2002,25-29,3.8,3.815,7.615
Geographic region,Africa,2002,30-34,3.172,3.228,6.401
Geographic region,Africa,2002,35-39,2.616,2.71,5.326
Geographic region,Africa,2002,40-44,2.106,2.226,4.332
Geographic region,Africa,2002,45-49,1.704,1.823,3.528
Geographic region,Africa,2002,50-54,1.357,1.462,2.819
Geographic region,Africa,2002,55-59,1.06,1.169,2.229
Geographic region,Africa,2002,60-64,0.804,0.92,1.723
Geographic region,Africa,2002,65-69,0.603,0.717,1.32
Geographic region,Africa,2002,70-74,0.416,0.519,0.935
Geographic region,Africa,2002,75-79,0.244,0.318,0.562
Geographic region,Africa,2002,80-84,0.114,0.157,0.272
Geographic region,Africa,2002,85-89,0.039,0.06,0.099
Geographic region,Africa,2002,90-94,0.009,0.016,0.025
Geographic region,Africa,2002,95-99,0.002,0.003,0.004
Geographic region,Africa,2002,100+,0,0,0
Geographic region,Africa,2003,0-4,8.178,7.984,16.162
Geographic region,Africa,2003,15-19,5.534,5.459,10.993
Geographic region,Africa,2003,20-24,4.712,4.68,9.391
Geographic region,Africa,2003,25-29,3.831,3.838,7.669
Geographic region,Africa,2003,30-34,3.179,3.222,6.402
Geographic region,Africa,2003,35-39,2.631,2.716,5.347
Geographic region,Africa,2003,40-44,2.124,2.239,4.362
Geographic region,Africa,2003,45-49,1.71,1.831,3.541
Geographic region,Africa,2003,50-54,1.364,1.473,2.837
Geographic region,Africa,2003,55-59,1.07,1.178,2.247
Geographic region,Africa,2003,60-64,0.803,0.917,1.72
Geographic region,Africa,2003,65-69,0.6,0.713,1.313
Geographic region,Africa,2003,70-74,0.415,0.517,0.933
Geographic region,Africa,2003,75-79,0.245,0.321,0.566
Geographic region,Africa,2003,80-84,0.115,0.159,0.274
Geographic region,Africa,2003,85-89,0.04,0.061,0.101
Geographic region,Africa,2003,90-94,0.009,0.016,0.026
Geographic region,Africa,2003,95-99,0.002,0.003,0.005
Geographic region,Africa,2003,100+,0,0,0.001
Geographic region,Africa,2004,0-4,8.169,7.977,16.146
Geographic region,Africa,2004,15-19,5.517,5.444,10.961
Geographic region,Africa,2004,20-24,4.733,4.702,9.435
Geographic region,Africa,2004,25-29,3.871,3.871,7.742
Geographic region,Africa,2004,30-34,3.186,3.216,6.403
Geographic region,Africa,2004,35-39,2.644,2.72,5.363
Geographic region,Africa,2004,40-44,2.141,2.25,4.391
Geographic region,Africa,2004,45-49,1.716,1.84,3.556
Geographic region,Africa,2004,50-54,1.374,1.488,2.862
Geographic region,Africa,2004,55-59,1.075,1.182,2.257
Geographic region,Africa,2004,60-64,0.804,0.917,1.721
Geographic region,Africa,2004,65-69,0.597,0.709,1.307
Geographic region,Africa,2004,70-74,0.414,0.515,0.929
Geographic region,Africa,2004,75-79,0.245,0.323,0.568
Geographic region,Africa,2004,80-84,0.116,0.161,0.277
Geographic region,Africa,2004,85-89,0.041,0.062,0.102
Geographic region,Africa,2004,90-94,0.01,0.017,0.026
Geographic region,Africa,2004,95-99,0.002,0.003,0.005
Geographic region,Africa,2004,100+,0,0,0.001
Geographic region,Africa,2005,0-4,8.163,7.972,16.135
Geographic region,Africa,2005,15-19,5.49,5.417,10.907
Geographic region,Africa,2005,20-24,4.743,4.715,9.459
Geographic region,Africa,2005,25-29,3.914,3.909,7.823
Geographic region,Africa,2005,30-34,3.195,3.215,6.41
Geographic region,Africa,2005,35-39,2.655,2.721,5.376
Geographic region,Africa,2005,40-44,2.157,2.26,4.417
Geographic region,Africa,2005,45-49,1.724,1.848,3.573
Geographic region,Africa,2005,50-54,1.384,1.501,2.885
Geographic region,Africa,2005,55-59,1.08,1.187,2.267
Geographic region,Africa,2005,60-64,0.809,0.921,1.73
Geographic region,Africa,2005,65-69,0.595,0.706,1.301
Geographic region,Africa,2005,70-74,0.412,0.512,0.924
Geographic region,Africa,2005,75-79,0.246,0.324,0.57
Geographic region,Africa,2005,80-84,0.116,0.163,0.279
Geographic region,Africa,2005,85-89,0.041,0.063,0.104
Geographic region,Africa,2005,90-94,0.01,0.017,0.027
Geographic region,Africa,2005,95-99,0.002,0.003,0.005
Geographic region,Africa,2005,100+,0,0,0.001
Geographic region,Africa,2006,0-4,8.161,7.97,16.13
Geographic region,Africa,2006,15-19,5.454,5.38,10.834
Geographic region,Africa,2006,20-24,4.746,4.721,9.467
Geographic region,Africa,2006,25-29,3.954,3.945,7.899
Geographic region,Africa,2006,30-34,3.208,3.218,6.426
Geographic region,Africa,2006,35-39,2.665,2.72,5.384
Geographic region,Africa,2006,40-44,2.172,2.268,4.441
Geographic region,Africa,2006,45-49,1.735,1.858,3.593
Geographic region,Africa,2006,50-54,1.391,1.51,2.901
Geographic region,Africa,2006,55-59,1.085,1.193,2.278
Geographic region,Africa,2006,60-64,0.817,0.928,1.744
Geographic region,Africa,2006,65-69,0.594,0.703,1.297
Geographic region,Africa,2006,70-74,0.41,0.509,0.919
Geographic region,Africa,2006,75-79,0.246,0.325,0.572
Geographic region,Africa,2006,80-84,0.117,0.165,0.282
Geographic region,Africa,2006,85-89,0.041,0.063,0.105
Geographic region,Africa,2006,90-94,0.01,0.017,0.027
Geographic region,Africa,2006,95-99,0.002,0.003,0.005
Geographic region,Africa,2006,100+,0,0,0.001
Geographic region,Africa,2007,0-4,8.159,7.968,16.127
Geographic region,Africa,2007,15-19,5.413,5.339,10.752
Geographic region,Africa,2007,20-24,4.744,4.72,9.464
Geographic region,Africa,2007,25-29,3.988,3.977,7.965
Geographic region,Africa,2007,30-34,3.226,3.229,6.455
Geographic region,Africa,2007,35-39,2.674,2.717,5.391
Geographic region,Africa,2007,40-44,2.187,2.275,4.462
Geographic region,Africa,2007,45-49,1.749,1.868,3.617
Geographic region,Africa,2007,50-54,1.396,1.518,2.915
Geographic region,Africa,2007,55-59,1.09,1.2,2.29
Geographic region,Africa,2007,60-64,0.827,0.936,1.763
Geographic region,Africa,2007,65-69,0.593,0.701,1.293
Geographic region,Africa,2007,70-74,0.408,0.506,0.915
Geographic region,Africa,2007,75-79,0.246,0.326,0.572
Geographic region,Africa,2007,80-84,0.118,0.167,0.285
Geographic region,Africa,2007,85-89,0.042,0.064,0.106
Geographic region,Africa,2007,90-94,0.01,0.018,0.028
Geographic region,Africa,2007,95-99,0.002,0.003,0.005
Geographic region,Africa,2007,100+,0,0,0.001
Geographic region,Africa,2008,0-4,8.162,7.968,16.129
Geographic region,Africa,2008,15-19,5.37,5.296,10.666
Geographic region,Africa,2008,20-24,4.734,4.712,9.446
Geographic region,Africa,2008,25-29,4.013,4.001,8.015
Geographic region,Africa,2008,30-34,3.252,3.249,6.501
Geographic region,Africa,2008,35-39,2.681,2.713,5.394
Geographic region,Africa,2008,40-44,2.2,2.28,4.48
Geographic region,Africa,2008,45-49,1.764,1.879,3.643
Geographic region,Africa,2008,50-54,1.402,1.526,2.928
Geographic region,Africa,2008,55-59,1.097,1.209,2.307
Geographic region,Africa,2008,60-64,0.835,0.944,1.779
Geographic region,Africa,2008,65-69,0.593,0.7,1.293
Geographic region,Africa,2008,70-74,0.407,0.504,0.911
Geographic region,Africa,2008,75-79,0.246,0.325,0.572
Geographic region,Africa,2008,80-84,0.118,0.169,0.288
Geographic region,Africa,2008,85-89,0.042,0.065,0.107
Geographic region,Africa,2008,90-94,0.01,0.018,0.028
Geographic region,Africa,2008,95-99,0.002,0.003,0.005
Geographic region,Africa,2008,100+,0,0,0.001
Geographic region,Africa,2009,0-4,8.163,7.966,16.129
Geographic region,Africa,2009,15-19,5.325,5.253,10.578
Geographic region,Africa,2009,20-24,4.716,4.697,9.412
Geographic region,Africa,2009,25-29,4.03,4.019,8.049
Geographic region,Africa,2009,30-34,3.286,3.277,6.562
Geographic region,Africa,2009,35-39,2.687,2.709,5.396
Geographic region,Africa,2009,40-44,2.212,2.284,4.497
Geographic region,Africa,2009,45-49,1.78,1.889,3.669
Geographic region,Africa,2009,50-54,1.41,1.533,2.943
Geographic region,Africa,2009,55-59,1.107,1.222,2.329
Geographic region,Africa,2009,60-64,0.841,0.949,1.79
Geographic region,Africa,2009,65-69,0.595,0.701,1.296
Geographic region,Africa,2009,70-74,0.405,0.502,0.907
Geographic region,Africa,2009,75-79,0.246,0.324,0.57
Geographic region,Africa,2009,80-84,0.119,0.171,0.29
Geographic region,Africa,2009,85-89,0.042,0.066,0.108
Geographic region,Africa,2009,90-94,0.01,0.018,0.028
Geographic region,Africa,2009,95-99,0.002,0.003,0.005
Geographic region,Africa,2009,100+,0,0,0.001
Geographic region,Africa,2010,0-4,8.157,7.958,16.115
Geographic region,Africa,2010,15-19,5.285,5.214,10.498
Geographic region,Africa,2010,20-24,4.689,4.672,9.361
Geographic region,Africa,2010,25-29,4.037,4.03,8.067
Geographic region,Africa,2010,30-34,3.322,3.309,6.632
Geographic region,Africa,2010,35-39,2.696,2.709,5.405
Geographic region,Africa,2010,40-44,2.224,2.287,4.511
Geographic region,Africa,2010,45-49,1.795,1.899,3.694
Geographic region,Africa,2010,50-54,1.419,1.542,2.96
Geographic region,Africa,2010,55-59,1.117,1.234,2.35
Geographic region,Africa,2010,60-64,0.846,0.953,1.8
Geographic region,Africa,2010,65-69,0.6,0.705,1.305
Geographic region,Africa,2010,70-74,0.404,0.5,0.904
Geographic region,Africa,2010,75-79,0.245,0.323,0.568
Geographic region,Africa,2010,80-84,0.119,0.172,0.292
Geographic region,Africa,2010,85-89,0.042,0.067,0.109
Geographic region,Africa,2010,90-94,0.01,0.019,0.029
Geographic region,Africa,2010,95-99,0.002,0.003,0.005
Geographic region,Africa,2010,100+,0,0,0.001
Geographic region,Africa,2011,0-4,8.144,7.944,16.088
Geographic region,Africa,2011,15-19,5.251,5.178,10.429
Geographic region,Africa,2011,20-24,4.655,4.635,9.291
Geographic region,Africa,2011,25-29,4.037,4.033,8.07
Geographic region,Africa,2011,30-34,3.356,3.341,6.697
Geographic region,Africa,2011,35-39,2.708,2.713,5.421
Geographic region,Africa,2011,40-44,2.234,2.288,4.522
Geographic region,Africa,2011,45-49,1.809,1.907,3.716
Geographic region,Africa,2011,50-54,1.429,1.551,2.98
Geographic region,Africa,2011,55-59,1.124,1.243,2.367
Geographic region,Africa,2011,60-64,0.852,0.96,1.812
Geographic region,Africa,2011,65-69,0.607,0.712,1.319
Geographic region,Africa,2011,70-74,0.403,0.499,0.903
Geographic region,Africa,2011,75-79,0.244,0.322,0.567
Geographic region,Africa,2011,80-84,0.12,0.173,0.293
Geographic region,Africa,2011,85-89,0.042,0.068,0.111
Geographic region,Africa,2011,90-94,0.01,0.019,0.029
Geographic region,Africa,2011,95-99,0.002,0.004,0.005
Geographic region,Africa,2011,100+,0,0,0.001
Geographic region,Africa,2012,0-4,8.122,7.922,16.044
Geographic region,Africa,2012,15-19,5.218,5.142,10.36
Geographic region,Africa,2012,20-24,4.618,4.596,9.214
Geographic region,Africa,2012,25-29,4.032,4.031,8.063
Geographic region,Africa,2012,30-34,3.384,3.37,6.754
Geographic region,Africa,2012,35-39,2.725,2.725,5.45
Geographic region,Africa,2012,40-44,2.244,2.288,4.532
Geographic region,Africa,2012,45-49,1.823,1.914,3.737
Geographic region,Africa,2012,50-54,1.442,1.562,3.003
Geographic region,Africa,2012,55-59,1.13,1.251,2.381
Geographic region,Africa,2012,60-64,0.857,0.967,1.824
Geographic region,Africa,2012,65-69,0.616,0.72,1.336
Geographic region,Africa,2012,70-74,0.404,0.499,0.902
Geographic region,Africa,2012,75-79,0.244,0.321,0.565
Geographic region,Africa,2012,80-84,0.12,0.174,0.295
Geographic region,Africa,2012,85-89,0.043,0.07,0.112
Geographic region,Africa,2012,90-94,0.01,0.019,0.029
Geographic region,Africa,2012,95-99,0.002,0.004,0.005
Geographic region,Africa,2012,100+,0,0.001,0.001
Geographic region,Africa,2013,0-4,8.085,7.885,15.97
Geographic region,Africa,2013,15-19,5.186,5.108,10.294
Geographic region,Africa,2013,20-24,4.584,4.558,9.143
Geographic region,Africa,2013,25-29,4.024,4.026,8.05
Geographic region,Africa,2013,30-34,3.407,3.395,6.802
Geographic region,Africa,2013,35-39,2.75,2.746,5.496
Geographic region,Africa,2013,40-44,2.253,2.288,4.541
Geographic region,Africa,2013,45-49,1.835,1.92,3.756
Geographic region,Africa,2013,50-54,1.455,1.572,3.028
Geographic region,Africa,2013,55-59,1.136,1.259,2.394
Geographic region,Africa,2013,60-64,0.863,0.976,1.839
Geographic region,Africa,2013,65-69,0.623,0.728,1.35
Geographic region,Africa,2013,70-74,0.405,0.499,0.904
Geographic region,Africa,2013,75-79,0.243,0.321,0.564
Geographic region,Africa,2013,80-84,0.12,0.175,0.295
Geographic region,Africa,2013,85-89,0.043,0.071,0.114
Geographic region,Africa,2013,90-94,0.01,0.019,0.03
Geographic region,Africa,2013,95-99,0.002,0.004,0.005
Geographic region,Africa,2013,100+,0,0.001,0.001
Geographic region,Africa,2014,0-4,8.036,7.837,15.874
Geographic region,Africa,2014,15-19,5.162,5.081,10.244
Geographic region,Africa,2014,20-24,4.552,4.522,9.074
Geographic region,Africa,2014,25-29,4.012,4.016,8.027
Geographic region,Africa,2014,30-34,3.424,3.415,6.839
Geographic region,Africa,2014,35-39,2.782,2.776,5.557
Geographic region,Africa,2014,40-44,2.262,2.289,4.551
Geographic region,Africa,2014,45-49,1.848,1.926,3.774
Geographic region,Africa,2014,50-54,1.469,1.583,3.052
Geographic region,Africa,2014,55-59,1.143,1.267,2.409
Geographic region,Africa,2014,60-64,0.872,0.987,1.859
Geographic region,Africa,2014,65-69,0.628,0.733,1.36
Geographic region,Africa,2014,70-74,0.407,0.502,0.909
Geographic region,Africa,2014,75-79,0.243,0.32,0.563
Geographic region,Africa,2014,80-84,0.12,0.175,0.295
Geographic region,Africa,2014,85-89,0.043,0.072,0.115
Geographic region,Africa,2014,90-94,0.01,0.02,0.03
Geographic region,Africa,2014,95-99,0.002,0.004,0.005
Geographic region,Africa,2014,100+,0,0.001,0.001
Geographic region,Africa,2015,0-4,7.979,7.781,15.76
Geographic region,Africa,2015,15-19,5.149,5.062,10.211
Geographic region,Africa,2015,20-24,4.526,4.489,9.015
Geographic region,Africa,2015,25-29,3.995,3.997,7.992
Geographic region,Africa,2015,30-34,3.434,3.43,6.864
Geographic region,Africa,2015,35-39,2.818,2.809,5.627
Geographic region,Africa,2015,40-44,2.274,2.293,4.567
Geographic region,Africa,2015,45-49,1.861,1.931,3.792
Geographic region,Africa,2015,50-54,1.483,1.592,3.076
Geographic region,Africa,2015,55-59,1.151,1.276,2.427
Geographic region,Africa,2015,60-64,0.88,0.999,1.879
