LocTypeName,Location,Time,AgeGrp,PopMale,PopFemale,PopTotal
Geographic region,Asia,2004,50-54,2.428,2.395,4.823
Geographic region,Asia,2004,55-59,1.777,1.771,3.548
Geographic region,Asia,2004,60-64,1.394,1.422,2.816
Geographic region,Asia,2004,65-69,1.141,1.221,2.362
Geographic region,Asia,2004,70-74,0.829,0.949,1.778
Geographic region,Asia,2004,75-79,0.521,0.653,1.174
Geographic region,Asia,2004,80-84,0.257,0.38,0.636
Geographic region,Asia,2004,85-89,0.095,0.17,0.265
Geographic region,Asia,2004,90-94,0.025,0.058,0.082
Geographic region,Asia,2004,95-99,0.004,0.012,0.016
Geographic region,Asia,2004,100+,0,0.002,0.002
Geographic region,Asia,2005,0-4,4.836,4.41,9.246
Geographic region,Asia,2005,15-19,5.036,4.706,9.742
Geographic region,Asia,2005,20-24,4.547,4.286,8.833
Geographic region,Asia,2005,25-29,4.071,3.843,7.914
Geographic region,Asia,2005,30-34,4.126,3.922,8.048
Geographic region,Asia,2005,35-39,3.891,3.725,7.615
Geographic region,Asia,2005,40-44,3.363,3.236,6.599
Geographic region,Asia,2005,45-49,2.802,2.717,5.519
Geographic region,Asia,2005,50-54,2.488,2.457,4.946
Geographic region,Asia,2005,55-59,1.861,1.859,3.72
Geographic region,Asia,2005,60-64,1.4,1.431,2.831
Geographic region,Asia,2005,65-69,1.144,1.221,2.365
Geographic region,Asia,2005,70-74,0.843,0.967,1.81
Geographic region,Asia,2005,75-79,0.533,0.667,1.199
Geographic region,Asia,2005,80-84,0.268,0.394,0.662
Geographic region,Asia,2005,85-89,0.098,0.177,0.275
Geographic region,Asia,2005,90-94,0.026,0.06,0.086
Geographic region,Asia,2005,95-99,0.004,0.013,0.017
Geographic region,Asia,2005,100+,0,0.002,0.002
Geographic region,Asia,2006,0-4,4.772,4.351,9.123
Geographic region,Asia,2006,15-19,5.018,4.676,9.693
Geographic region,Asia,2006,20-24,4.581,4.311,8.892
Geographic region,Asia,2006,25-29,4.088,3.854,7.942
Geographic region,Asia,2006,30-34,4.042,3.836,7.877
Geographic region,Asia,2006,35-39,3.915,3.746,7.661
Geographic region,Asia,2006,40-44,3.497,3.368,6.866
Geographic region,Asia,2006,45-49,2.752,2.669,5.422
Geographic region,Asia,2006,50-54,2.536,2.505,5.041
Geographic region,Asia,2006,55-59,1.945,1.948,3.894
Geographic region,Asia,2006,60-64,1.412,1.445,2.857
Geographic region,Asia,2006,65-69,1.149,1.225,2.374
Geographic region,Asia,2006,70-74,0.857,0.984,1.842
Geographic region,Asia,2006,75-79,0.544,0.681,1.225
Geographic region,Asia,2006,80-84,0.279,0.406,0.685
Geographic region,Asia,2006,85-89,0.102,0.184,0.286
Geographic region,Asia,2006,90-94,0.027,0.063,0.09
Geographic region,Asia,2006,95-99,0.004,0.014,0.018
Geographic region,Asia,2006,100+,0,0.002,0.002
Geographic region,Asia,2007,0-4,4.721,4.304,9.025
Geographic region,Asia,2007,15-19,4.935,4.588,9.522
Geographic region,Asia,2007,20-24,4.615,4.334,8.949
Geographic region,Asia,2007,25-29,4.14,3.898,8.037
Geographic region,Asia,2007,30-34,3.959,3.749,7.708
Geographic region,Asia,2007,35-39,3.938,3.766,7.704
Geographic region,Asia,2007,40-44,3.57,3.44,7.01
Geographic region,Asia,2007,45-49,2.745,2.664,5.409
Geographic region,Asia,2007,50-54,2.573,2.542,5.115
Geographic region,Asia,2007,55-59,2.027,2.037,4.064
Geographic region,Asia,2007,60-64,1.441,1.476,2.918
Geographic region,Asia,2007,65-69,1.152,1.228,2.381
Geographic region,Asia,2007,70-74,0.871,0.999,1.87
Geographic region,Asia,2007,75-79,0.555,0.696,1.251
Geographic region,Asia,2007,80-84,0.289,0.418,0.707
Geographic region,Asia,2007,85-89,0.106,0.191,0.298
Geographic region,Asia,2007,90-94,0.028,0.066,0.094
Geographic region,Asia,2007,95-99,0.004,0.015,0.019
Geographic region,Asia,2007,100+,0,0.002,0.002
Geographic region,Asia,2008,0-4,4.685,4.27,8.955
Geographic region,Asia,2008,15-19,4.833,4.482,9.315
Geographic region,Asia,2008,20-24,4.65,4.355,9.005
Geographic region,Asia,2008,25-29,4.195,3.944,8.139
Geographic region,Asia,2008,30-34,3.878,3.665,7.542
Geographic region,Asia,2008,35-39,3.934,3.759,7.693
Geographic region,Asia,2008,40-44,3.574,3.444,7.018
Geographic region,Asia,2008,45-49,2.826,2.745,5.571
Geographic region,Asia,2008,50-54,2.594,2.562,5.157
Geographic region,Asia,2008,55-59,2.105,2.122,4.227
Geographic region,Asia,2008,60-64,1.488,1.526,3.014
Geographic region,Asia,2008,65-69,1.154,1.231,2.385
Geographic region,Asia,2008,70-74,0.88,1.007,1.887
Geographic region,Asia,2008,75-79,0.567,0.711,1.278
Geographic region,Asia,2008,80-84,0.3,0.43,0.73
Geographic region,Asia,2008,85-89,0.111,0.2,0.311
Geographic region,Asia,2008,90-94,0.029,0.068,0.097
Geographic region,Asia,2008,95-99,0.005,0.016,0.02
Geographic region,Asia,2008,100+,0,0.002,0.003
Geographic region,Asia,2009,0-4,4.657,4.244,8.901
Geographic region,Asia,2009,15-19,4.722,4.37,9.092
Geographic region,Asia,2009,20-24,4.685,4.377,9.062
Geographic region,Asia,2009,25-29,4.23,3.974,8.204
Geographic region,Asia,2009,30-34,3.822,3.605,7.428
Geographic region,Asia,2009,35-39,3.898,3.72,7.619
Geographic region,Asia,2009,40-44,3.579,3.449,7.028
Geographic region,Asia,2009,45-49,2.954,2.874,5.828
Geographic region,Asia,2009,50-54,2.58,2.547,5.127
Geographic region,Asia,2009,55-59,2.171,2.193,4.364
Geographic region,Asia,2009,60-64,1.549,1.592,3.141
Geographic region,Asia,2009,65-69,1.159,1.238,2.397
Geographic region,Asia,2009,70-74,0.885,1.009,1.894
Geographic region,Asia,2009,75-79,0.58,0.728,1.307
Geographic region,Asia,2009,80-84,0.309,0.442,0.751
Geographic region,Asia,2009,85-89,0.117,0.209,0.325
Geographic region,Asia,2009,90-94,0.03,0.07,0.1
Geographic region,Asia,2009,95-99,0.005,0.017,0.022
Geographic region,Asia,2009,100+,0,0.002,0.003
Geographic region,Asia,2010,0-4,4.63,4.22,8.851
Geographic region,Asia,2010,15-19,4.594,4.243,8.837
Geographic region,Asia,2010,20-24,4.712,4.393,9.105
Geographic region,Asia,2010,25-29,4.26,4,8.26
Geographic region,Asia,2010,30-34,3.807,3.587,7.394
Geographic region,Asia,2010,35-39,3.839,3.658,7.497
Geographic region,Asia,2010,40-44,3.601,3.469,7.071
Geographic region,Asia,2010,45-49,3.086,3.003,6.089
Geographic region,Asia,2010,50-54,2.539,2.506,5.045
Geographic region,Asia,2010,55-59,2.227,2.252,4.478
Geographic region,Asia,2010,60-64,1.625,1.675,3.3
Geographic region,Asia,2010,65-69,1.168,1.249,2.416
Geographic region,Asia,2010,70-74,0.889,1.012,1.901
Geographic region,Asia,2010,75-79,0.591,0.744,1.335
Geographic region,Asia,2010,80-84,0.317,0.453,0.77
Geographic region,Asia,2010,85-89,0.123,0.218,0.341
Geographic region,Asia,2010,90-94,0.031,0.074,0.105
Geographic region,Asia,2010,95-99,0.005,0.018,0.023
Geographic region,Asia,2010,100+,0,0.003,0.003
Geographic region,Asia,2011,0-4,4.603,4.197,8.799
Geographic region,Asia,2011,15-19,4.483,4.131,8.615
Geographic region,Asia,2011,20-24,4.694,4.368,9.062
Geographic region,Asia,2011,25-29,4.29,4.028,8.318
Geographic region,Asia,2011,30-34,3.823,3.6,7.424
Geographic region,Asia,2011,35-39,3.765,3.582,7.347
Geographic region,Asia,2011,40-44,3.629,3.493,7.122
Geographic region,Asia,2011,45-49,3.215,3.13,6.345
Geographic region,Asia,2011,50-54,2.498,2.464,4.962
Geographic region,Asia,2011,55-59,2.271,2.298,4.569
Geographic region,Asia,2011,60-64,1.701,1.759,3.459
Geographic region,Asia,2011,65-69,1.18,1.264,2.445
Geographic region,Asia,2011,70-74,0.896,1.018,1.913
Geographic region,Asia,2011,75-79,0.604,0.759,1.363
Geographic region,Asia,2011,80-84,0.326,0.464,0.79
Geographic region,Asia,2011,85-89,0.129,0.226,0.355
Geographic region,Asia,2011,90-94,0.033,0.077,0.11
Geographic region,Asia,2011,95-99,0.005,0.018,0.024
Geographic region,Asia,2011,100+,0.001,0.003,0.003
Geographic region,Asia,2012,0-4,4.579,4.176,8.755
Geographic region,Asia,2012,15-19,4.403,4.048,8.451
Geographic region,Asia,2012,20-24,4.614,4.288,8.902
Geographic region,Asia,2012,25-29,4.318,4.05,8.368
Geographic region,Asia,2012,30-34,3.869,3.643,7.513
Geographic region,Asia,2012,35-39,3.689,3.505,7.195
Geographic region,Asia,2012,40-44,3.655,3.516,7.17
Geographic region,Asia,2012,45-49,3.288,3.2,6.488
Geographic region,Asia,2012,50-54,2.496,2.462,4.958
Geographic region,Asia,2012,55-59,2.308,2.334,4.642
Geographic region,Asia,2012,60-64,1.774,1.842,3.617
Geographic region,Asia,2012,65-69,1.208,1.294,2.502
Geographic region,Asia,2012,70-74,0.901,1.024,1.926
Geographic region,Asia,2012,75-79,0.616,0.773,1.388
Geographic region,Asia,2012,80-84,0.334,0.476,0.81
Geographic region,Asia,2012,85-89,0.135,0.234,0.369
Geographic region,Asia,2012,90-94,0.034,0.081,0.115
Geographic region,Asia,2012,95-99,0.006,0.019,0.025
Geographic region,Asia,2012,100+,0.001,0.003,0.003
Geographic region,Asia,2013,0-4,4.549,4.152,8.702
Geographic region,Asia,2013,15-19,4.332,3.973,8.305
Geographic region,Asia,2013,20-24,4.517,4.191,8.708
Geographic region,Asia,2013,25-29,4.346,4.071,8.417
Geographic region,Asia,2013,30-34,3.919,3.689,7.608
Geographic region,Asia,2013,35-39,3.615,3.429,7.044
Geographic region,Asia,2013,40-44,3.657,3.514,7.17
Geographic region,Asia,2013,45-49,3.298,3.208,6.506
Geographic region,Asia,2013,50-54,2.578,2.541,5.119
Geographic region,Asia,2013,55-59,2.331,2.355,4.686
Geographic region,Asia,2013,60-64,1.846,1.922,3.769
Geographic region,Asia,2013,65-69,1.25,1.34,2.59
Geographic region,Asia,2013,70-74,0.906,1.031,1.937
Geographic region,Asia,2013,75-79,0.625,0.781,1.406
Geographic region,Asia,2013,80-84,0.344,0.489,0.833
Geographic region,Asia,2013,85-89,0.142,0.243,0.385
Geographic region,Asia,2013,90-94,0.036,0.085,0.122
Geographic region,Asia,2013,95-99,0.006,0.02,0.026
Geographic region,Asia,2013,100+,0.001,0.003,0.004
Geographic region,Asia,2014,0-4,4.505,4.116,8.622
Geographic region,Asia,2014,15-19,4.267,3.907,8.174
Geographic region,Asia,2014,20-24,4.415,4.087,8.502
Geographic region,Asia,2014,25-29,4.378,4.094,8.472
Geographic region,Asia,2014,30-34,3.949,3.718,7.667
Geographic region,Asia,2014,35-39,3.564,3.376,6.94
Geographic region,Asia,2014,40-44,3.629,3.483,7.112
Geographic region,Asia,2014,45-49,3.31,3.218,6.528
Geographic region,Asia,2014,50-54,2.704,2.664,5.368
Geographic region,Asia,2014,55-59,2.322,2.343,4.665
Geographic region,Asia,2014,60-64,1.908,1.99,3.898
Geographic region,Asia,2014,65-69,1.304,1.402,2.706
Geographic region,Asia,2014,70-74,0.915,1.041,1.955
Geographic region,Asia,2014,75-79,0.631,0.786,1.417
Geographic region,Asia,2014,80-84,0.354,0.504,0.858
Geographic region,Asia,2014,85-89,0.148,0.252,0.4
Geographic region,Asia,2014,90-94,0.039,0.09,0.129
Geographic region,Asia,2014,95-99,0.006,0.021,0.027
Geographic region,Asia,2014,100+,0.001,0.003,0.004
Geographic region,Asia,2015,0-4,4.451,4.071,8.522
Geographic region,Asia,2015,15-19,4.214,3.854,8.068
Geographic region,Asia,2015,20-24,4.298,3.971,8.269
Geographic region,Asia,2015,25-29,4.406,4.112,8.518
Geographic region,Asia,2015,30-34,3.977,3.743,7.72
Geographic region,Asia,2015,35-39,3.551,3.361,6.912
Geographic region,Asia,2015,40-44,3.58,3.431,7.01
Geographic region,Asia,2015,45-49,3.338,3.243,6.581
Geographic region,Asia,2015,50-54,2.831,2.788,5.619
Geographic region,Asia,2015,55-59,2.29,2.307,4.597
Geographic region,Asia,2015,60-64,1.961,2.047,4.008
Geographic region,Asia,2015,65-69,1.373,1.479,2.852
Geographic region,Asia,2015,70-74,0.925,1.053,1.978
Geographic region,Asia,2015,75-79,0.637,0.792,1.429
Geographic region,Asia,2015,80-84,0.365,0.518,0.883
Geographic region,Asia,2015,85-89,0.154,0.261,0.415
Geographic region,Asia,2015,90-94,0.042,0.096,0.138
Geographic region,Asia,2015,95-99,0.006,0.022,0.029
Geographic region,Asia,2015,100+,0.001,0.004,0.004
Geographic region,Asia,2016,0-4,4.393,4.024,8.417
Geographic region,Asia,2016,15-19,4.172,3.812,7.984
Geographic region,Asia,2016,20-24,4.2,3.872,8.072
Geographic region,Asia,2016,25-29,4.395,4.095,8.49
Geographic region,Asia,2016,30-34,4.008,3.771,7.779
Geographic region,Asia,2016,35-39,3.57,3.376,6.946
Geographic region,Asia,2016,40-44,3.513,3.362,6.876
Geographic region,Asia,2016,45-49,3.37,3.271,6.64
Geographic region,Asia,2016,50-54,2.955,2.909,5.864
Geographic region,Asia,2016,55-59,2.256,2.27,4.526
Geographic region,Asia,2016,60-64,2.004,2.092,4.096
Geographic region,Asia,2016,65-69,1.442,1.558,3
Geographic region,Asia,2016,70-74,0.939,1.07,2.009
Geographic region,Asia,2016,75-79,0.646,0.801,1.447
Geographic region,Asia,2016,80-84,0.375,0.533,0.908
Geographic region,Asia,2016,85-89,0.16,0.27,0.43
Geographic region,Asia,2016,90-94,0.045,0.101,0.146
Geographic region,Asia,2016,95-99,0.007,0.024,0.031
Geographic region,Asia,2016,100+,0.001,0.004,0.004
Geographic region,Asia,2017,0-4,4.329,3.97,8.299
Geographic region,Asia,2017,15-19,4.132,3.775,7.908
Geographic region,Asia,2017,20-24,4.134,3.803,7.936
Geographic region,Asia,2017,25-29,4.329,4.027,8.356
Geographic region,Asia,2017,30-34,4.04,3.799,7.84
Geographic region,Asia,2017,35-39,3.618,3.421,7.039
Geographic region,Asia,2017,40-44,3.444,3.293,6.737
Geographic region,Asia,2017,45-49,3.399,3.297,6.696
Geographic region,Asia,2017,50-54,3.026,2.979,6.005
Geographic region,Asia,2017,55-59,2.258,2.27,4.528
Geographic region,Asia,2017,60-64,2.04,2.127,4.166
Geographic region,Asia,2017,65-69,1.509,1.637,3.146
Geographic region,Asia,2017,70-74,0.966,1.098,2.064
Geographic region,Asia,2017,75-79,0.654,0.811,1.465
Geographic region,Asia,2017,80-84,0.385,0.545,0.931
Geographic region,Asia,2017,85-89,0.165,0.28,0.445
Geographic region,Asia,2017,90-94,0.048,0.106,0.154
Geographic region,Asia,2017,95-99,0.007,0.025,0.033
Geographic region,Asia,2017,100+,0.001,0.004,0.005
Geographic region,Asia,2018,0-4,4.244,3.899,8.143
Geographic region,Asia,2018,15-19,4.098,3.744,7.842
Geographic region,Asia,2018,20-24,4.077,3.744,7.821
Geographic region,Asia,2018,25-29,4.247,3.946,8.193
Geographic region,Asia,2018,30-34,4.077,3.83,7.908
Geographic region,Asia,2018,35-39,3.672,3.472,7.144
Geographic region,Asia,2018,40-44,3.377,3.226,6.603
Geographic region,Asia,2018,45-49,3.405,3.3,6.705
Geographic region,Asia,2018,50-54,3.04,2.993,6.032
Geographic region,Asia,2018,55-59,2.337,2.347,4.685
Geographic region,Asia,2018,60-64,2.063,2.149,4.213
Geographic region,Asia,2018,65-69,1.574,1.713,3.287
Geographic region,Asia,2018,70-74,1.004,1.143,2.147
Geographic region,Asia,2018,75-79,0.662,0.82,1.483
Geographic region,Asia,2018,80-84,0.394,0.555,0.949
Geographic region,Asia,2018,85-89,0.172,0.291,0.463
Geographic region,Asia,2018,90-94,0.051,0.112,0.163
Geographic region,Asia,2018,95-99,0.008,0.027,0.035
Geographic region,Asia,2018,100+,0.001,0.004,0.005
Geographic region,Asia,2019,0-4,4.144,3.815,7.959
Geographic region,Asia,2019,15-19,4.07,3.718,7.788
Geographic region,Asia,2019,20-24,4.027,3.692,7.719
Geographic region,Asia,2019,25-29,4.162,3.861,8.023
Geographic region,Asia,2019,30-34,4.12,3.865,7.984
Geographic region,Asia,2019,35-39,3.711,3.508,7.219
Geographic region,Asia,2019,40-44,3.335,3.182,6.516
Geographic region,Asia,2019,45-49,3.384,3.277,6.661
Geographic region,Asia,2019,50-54,3.058,3.009,6.067
Geographic region,Asia,2019,55-59,2.458,2.467,4.925
Geographic region,Asia,2019,60-64,2.059,2.142,4.202
Geographic region,Asia,2019,65-69,1.631,1.778,3.41
Geographic region,Asia,2019,70-74,1.054,1.201,2.255
Geographic region,Asia,2019,75-79,0.673,0.833,1.505
Geographic region,Asia,2019,80-84,0.401,0.562,0.962
Geographic region,Asia,2019,85-89,0.179,0.302,0.481
Geographic region,Asia,2019,90-94,0.054,0.118,0.171
Geographic region,Asia,2019,95-99,0.009,0.029,0.038
Geographic region,Asia,2019,100+,0.001,0.004,0.005
Geographic region,Asia,2020,0-4,4.034,3.722,7.756
Geographic region,Asia,2020,15-19,4.041,3.693,7.733
Geographic region,Asia,2020,20-24,3.988,3.654,7.641
Geographic region,Asia,2020,25-29,4.065,3.764,7.829
Geographic region,Asia,2020,30-34,4.159,3.897,8.056
Geographic region,Asia,2020,35-39,3.749,3.545,7.293
Geographic region,Asia,2020,40-44,3.332,3.177,6.509
Geographic region,Asia,2020,45-49,3.343,3.234,6.577
Geographic region,Asia,2020,50-54,3.091,3.041,6.132
Geographic region,Asia,2020,55-59,2.58,2.59,5.17
Geographic region,Asia,2020,60-64,2.034,2.114,4.147
Geographic region,Asia,2020,65-69,1.681,1.834,3.515
Geographic region,Asia,2020,70-74,1.113,1.273,2.386
Geographic region,Asia,2020,75-79,0.683,0.846,1.529
Geographic region,Asia,2020,80-84,0.407,0.568,0.975
Geographic region,Asia,2020,85-89,0.185,0.312,0.497
Geographic region,Asia,2020,90-94,0.056,0.123,0.179
Geographic region,Asia,2020,95-99,0.009,0.031,0.041
Geographic region,Asia,2020,100+,0.001,0.005,0.006
Geographic region,Europe,1990,0-4,3.415,3.265,6.68
Geographic region,Europe,1990,15-19,3.657,3.513,7.17
Geographic region,Europe,1990,20-24,3.743,3.609,7.352
Geographic region,Europe,1990,25-29,3.942,3.846,7.788
Geographic region,Europe,1990,30-34,3.913,3.863,7.776
Geographic region,Europe,1990,35-39,3.692,3.689,7.38
Geographic region,Europe,1990,40-44,3.352,3.376,6.728
Geographic region,Europe,1990,45-49,2.675,2.752,5.427
Geographic region,Europe,1990,50-54,3.019,3.236,6.255
Geographic region,Europe,1990,55-59,2.583,2.869,5.453
Geographic region,Europe,1990,60-64,2.443,3.022,5.465
Geographic region,Europe,1990,65-69,1.776,2.639,4.415
Geographic region,Europe,1990,70-74,1.043,1.711,2.754
Geographic region,Europe,1990,75-79,0.952,1.808,2.76
Geographic region,Europe,1990,80-84,0.542,1.2,1.742
Geographic region,Europe,1990,85-89,0.209,0.566,0.775
Geographic region,Europe,1990,90-94,0.05,0.172,0.222
Geographic region,Europe,1990,95-99,0.008,0.032,0.04
Geographic region,Europe,1990,100+,0.001,0.004,0.004
Geographic region,Europe,1991,0-4,3.337,3.188,6.525
Geographic region,Europe,1991,15-19,3.616,3.484,7.1
Geographic region,Europe,1991,20-24,3.719,3.583,7.301
Geographic region,Europe,1991,25-29,3.884,3.789,7.673
Geographic region,Europe,1991,30-34,3.936,3.884,7.82
Geographic region,Europe,1991,35-39,3.716,3.715,7.431
Geographic region,Europe,1991,40-44,3.48,3.508,6.988
Geographic region,Europe,1991,45-49,2.63,2.695,5.325
Geographic region,Europe,1991,50-54,3.013,3.229,6.243
Geographic region,Europe,1991,55-59,2.576,2.853,5.429
Geographic region,Europe,1991,60-64,2.474,2.997,5.471
Geographic region,Europe,1991,65-69,1.831,2.7,4.53
Geographic region,Europe,1991,70-74,1.113,1.809,2.922
Geographic region,Europe,1991,75-79,0.904,1.72,2.624
Geographic region,Europe,1991,80-84,0.553,1.228,1.781
Geographic region,Europe,1991,85-89,0.216,0.585,0.801
Geographic region,Europe,1991,90-94,0.053,0.182,0.235
Geographic region,Europe,1991,95-99,0.008,0.034,0.042
Geographic region,Europe,1991,100+,0.001,0.004,0.004
Geographic region,Europe,1992,0-4,3.239,3.092,6.331
Geographic region,Europe,1992,15-19,3.574,3.448,7.023
Geographic region,Europe,1992,20-24,3.697,3.563,7.26
Geographic region,Europe,1992,25-29,3.829,3.738,7.567
Geographic region,Europe,1992,30-34,3.943,3.892,7.836
Geographic region,Europe,1992,35-39,3.745,3.746,7.491
Geographic region,Europe,1992,40-44,3.531,3.565,7.096
Geographic region,Europe,1992,45-49,2.714,2.774,5.487
Geographic region,Europe,1992,50-54,2.935,3.142,6.077
Geographic region,Europe,1992,55-59,2.613,2.891,5.504
Geographic region,Europe,1992,60-64,2.467,2.951,5.418
Geographic region,Europe,1992,65-69,1.898,2.744,4.643
Geographic region,Europe,1992,70-74,1.206,1.958,3.163
Geographic region,Europe,1992,75-79,0.839,1.594,2.433
Geographic region,Europe,1992,80-84,0.565,1.257,1.822
Geographic region,Europe,1992,85-89,0.224,0.607,0.831
Geographic region,Europe,1992,90-94,0.056,0.192,0.248
Geographic region,Europe,1992,95-99,0.008,0.035,0.043
Geographic region,Europe,1992,100+,0.001,0.004,0.005
Geographic region,Europe,1993,0-4,3.136,2.99,6.126
Geographic region,Europe,1993,15-19,3.544,3.421,6.965
Geographic region,Europe,1993,20-24,3.668,3.538,7.206
Geographic region,Europe,1993,25-29,3.778,3.689,7.467
Geographic region,Europe,1993,30-34,3.937,3.888,7.825
Geographic region,Europe,1993,35-39,3.778,3.781,7.558
Geographic region,Europe,1993,40-44,3.557,3.6,7.157
Geographic region,Europe,1993,45-49,2.865,2.93,5.796
Geographic region,Europe,1993,50-54,2.801,2.987,5.788
Geographic region,Europe,1993,55-59,2.684,2.974,5.658
Geographic region,Europe,1993,60-64,2.422,2.879,5.301
Geographic region,Europe,1993,65-69,1.973,2.777,4.75
Geographic region,Europe,1993,70-74,1.3,2.118,3.418
Geographic region,Europe,1993,75-79,0.777,1.471,2.248
Geographic region,Europe,1993,80-84,0.576,1.284,1.861
Geographic region,Europe,1993,85-89,0.232,0.629,0.861
Geographic region,Europe,1993,90-94,0.059,0.202,0.261
Geographic region,Europe,1993,95-99,0.008,0.037,0.045
Geographic region,Europe,1993,100+,0.001,0.004,0.005
Geographic region,Europe,1994,0-4,3.031,2.887,5.918
Geographic region,Europe,1994,15-19,3.527,3.404,6.931
Geographic region,Europe,1994,20-24,3.637,3.519,7.156
Geographic region,Europe,1994,25-29,3.732,3.641,7.373
Geographic region,Europe,1994,30-34,3.924,3.874,7.797
Geographic region,Europe,1994,35-39,3.807,3.814,7.621
Geographic region,Europe,1994,40-44,3.57,3.623,7.193
Geographic region,Europe,1994,45-49,3.044,3.121,6.165
Geographic region,Europe,1994,50-54,2.666,2.828,5.494
Geographic region,Europe,1994,55-59,2.762,3.074,5.836
Geographic region,Europe,1994,60-64,2.364,2.793,5.157
Geographic region,Europe,1994,65-69,2.04,2.794,4.834
Geographic region,Europe,1994,70-74,1.38,2.253,3.633
Geographic region,Europe,1994,75-79,0.741,1.393,2.135
Geographic region,Europe,1994,80-84,0.582,1.3,1.882
Geographic region,Europe,1994,85-89,0.24,0.651,0.891
Geographic region,Europe,1994,90-94,0.061,0.212,0.273
Geographic region,Europe,1994,95-99,0.009,0.038,0.047
Geographic region,Europe,1994,100+,0.001,0.004,0.005
Geographic region,Europe,1995,0-4,2.929,2.788,5.717
Geographic region,Europe,1995,15-19,3.519,3.395,6.913
Geographic region,Europe,1995,20-24,3.609,3.505,7.114
Geographic region,Europe,1995,25-29,3.702,3.608,7.31
Geographic region,Europe,1995,30-34,3.888,3.838,7.727
Geographic region,Europe,1995,35-39,3.835,3.843,7.678
Geographic region,Europe,1995,40-44,3.586,3.648,7.235
Geographic region,Europe,1995,45-49,3.231,3.323,6.554
Geographic region,Europe,1995,50-54,2.545,2.689,5.234
Geographic region,Europe,1995,55-59,2.805,3.135,5.94
Geographic region,Europe,1995,60-64,2.329,2.737,5.066
Geographic region,Europe,1995,65-69,2.093,2.799,4.892
Geographic region,Europe,1995,70-74,1.434,2.341,3.774
Geographic region,Europe,1995,75-79,0.755,1.399,2.154
Geographic region,Europe,1995,80-84,0.573,1.285,1.858
Geographic region,Europe,1995,85-89,0.249,0.674,0.922
Geographic region,Europe,1995,90-94,0.064,0.221,0.285
Geographic region,Europe,1995,95-99,0.009,0.04,0.05
Geographic region,Europe,1995,100+,0.001,0.004,0.005
Geographic region,Europe,1996,0-4,2.838,2.7,5.538
Geographic region,Europe,1996,15-19,3.516,3.393,6.909
Geographic region,Europe,1996,20-24,3.581,3.486,7.067
Geographic region,Europe,1996,25-29,3.686,3.592,7.278
Geographic region,Europe,1996,30-34,3.838,3.79,7.628
Geographic region,Europe,1996,35-39,3.864,3.873,7.737
Geographic region,Europe,1996,40-44,3.613,3.683,7.296
Geographic region,Europe,1996,45-49,3.355,3.46,6.814
Geographic region,Europe,1996,50-54,2.507,2.639,5.146
Geographic region,Europe,1996,55-59,2.8,3.135,5.935
Geographic region,Europe,1996,60-64,2.327,2.728,5.055
Geographic region,Europe,1996,65-69,2.12,2.783,4.903
Geographic region,Europe,1996,70-74,1.477,2.397,3.874
Geographic region,Europe,1996,75-79,0.812,1.489,2.3
Geographic region,Europe,1996,80-84,0.545,1.225,1.77
Geographic region,Europe,1996,85-89,0.256,0.693,0.949
Geographic region,Europe,1996,90-94,0.067,0.23,0.297
Geographic region,Europe,1996,95-99,0.01,0.043,0.053
Geographic region,Europe,1996,100+,0.001,0.004,0.005
Geographic region,Europe,1997,0-4,2.764,2.628,5.392
Geographic region,Europe,1997,15-19,3.521,3.396,6.917
Geographic region,Europe,1997,20-24,3.551,3.462,7.013
Geographic region,Europe,1997,25-29,3.671,3.582,7.253
Geographic region,Europe,1997,30-34,3.792,3.745,7.537
Geographic region,Europe,1997,35-39,3.877,3.889,7.765
Geographic region,Europe,1997,40-44,3.646,3.72,7.366
Geographic region,Europe,1997,45-49,3.405,3.522,6.927
Geographic region,Europe,1997,50-54,2.591,2.723,5.314
Geographic region,Europe,1997,55-59,2.73,3.055,5.785
Geographic region,Europe,1997,60-64,2.364,2.771,5.135
Geographic region,Europe,1997,65-69,2.118,2.748,4.866
Geographic region,Europe,1997,70-74,1.53,2.439,3.969
Geographic region,Europe,1997,75-79,0.883,1.617,2.501
Geographic region,Europe,1997,80-84,0.508,1.136,1.644
Geographic region,Europe,1997,85-89,0.264,0.713,0.977
Geographic region,Europe,1997,90-94,0.07,0.24,0.31
Geographic region,Europe,1997,95-99,0.01,0.046,0.056
Geographic region,Europe,1997,100+,0.001,0.004,0.005
Geographic region,Europe,1998,0-4,2.704,2.571,5.274
Geographic region,Europe,1998,15-19,3.537,3.409,6.946
Geographic region,Europe,1998,20-24,3.531,3.444,6.975
Geographic region,Europe,1998,25-29,3.646,3.564,7.21
Geographic region,Europe,1998,30-34,3.748,3.702,7.45
Geographic region,Europe,1998,35-39,3.879,3.891,7.77
Geographic region,Europe,1998,40-44,3.685,3.761,7.446
Geographic region,Europe,1998,45-49,3.433,3.562,6.995
Geographic region,Europe,1998,50-54,2.739,2.881,5.62
Geographic region,Europe,1998,55-59,2.614,2.91,5.523
Geographic region,Europe,1998,60-64,2.431,2.857,5.288
Geographic region,Europe,1998,65-69,2.088,2.688,4.776
Geographic region,Europe,1998,70-74,1.592,2.472,4.064
Geographic region,Europe,1998,75-79,0.956,1.753,2.709
Geographic region,Europe,1998,80-84,0.474,1.053,1.527
